"Label (Grouping)","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","Puerto Rico"
"Total","2,288,330","326,200","3,082,000","1,365,265","14,392,140","2,491,404","1,530,197","448,735","350,364","9,865,350","4,410,956","561,066","751,859","5,426,429","2,923,175","1,412,789","1,275,689","1,994,323","2,073,200","739,072","2,530,844","2,998,537","4,570,173","2,485,558","1,319,945","2,786,621","514,803","844,278","1,281,018","638,795","3,761,229","940,859","8,488,066","4,708,710","370,642","5,242,524","1,746,807","1,813,747","5,742,828","483,474","2,344,963","393,375","3,031,605","11,589,324","1,151,414","334,318","3,618,247","3,202,241","855,635","2,727,726","271,887","1,598,159"
